label,tweet,cleaning,normalisasi,tokenisasi,stopword_removal
anger,"Udah mau sarjana 2 kali, mbokya mulut nya jangan ketinggalan buat belajar. Sekiranya itu ga perlu diungkapkan, nambah dosa + nyakitin hati orangnya mending diem2 bae lah. Kasian anda nya yg di julidin sm orang.",udah mau sarjana kali mbokya mulut nya jangan ketinggalan buat belajar sekiranya itu ga perlu diungkapkan nambah dosa nyakitin hati orangnya mending diem bae lah kasian anda nya yg di julidin sm orang,sudah mau sarjana kali mbokya mulut ya jangan ketinggalan buat belajar sekiranya itu tidak perlu diungkapkan menambah dosa menyakiti hati orangnya mending diam bae lah kasihan anda ya yang di julidin sama orang,"['sudah', 'mau', 'sarjana', 'kali', 'mbokya', 'mulut', 'ya', 'jangan', 'ketinggalan', 'buat', 'belajar', 'sekiranya', 'itu', 'tidak', 'perlu', 'diungkapkan', 'menambah', 'dosa', 'menyakiti', 'hati', 'orangnya', 'mending', 'diam', 'bae', 'lah', 'kasihan', 'anda', 'ya', 'yang', 'di', 'julidin', 'sama', 'orang']",sarjana kali mbokya mulut ya ketinggalan belajar menambah dosa menyakiti hati orangnya mending diam bae kasihan ya julidin orang
anger,Gimana orang ga nilai dr jilbab/syari/nggak nya. Kadang gemez sm orang yg dikelas diem2 bae eh di grup WA bisanya dia nyeletuk mengarah ke social harassment.,gimana orang ga nilai dr jilbabsyaringgak nya kadang gemez sm orang yg dikelas diem bae eh di grup wa bisanya dia nyeletuk mengarah ke social harassment,bagaimana orang tidak nilai dari jilbabsyaringgak ya kadang gemas sama orang yang dikelas diam bae eh di grup wa bisanya dia nyeletuk mengarah ke social harassment,"['bagaimana', 'orang', 'tidak', 'nilai', 'dari', 'jilbabsyaringgak', 'ya', 'kadang', 'gemas', 'sama', 'orang', 'yang', 'dikelas', 'diam', 'bae', 'eh', 'di', 'grup', 'wa', 'bisanya', 'dia', 'nyeletuk', 'mengarah', 'ke', 'social', 'harassment']",orang nilai jilbabsyaringgak ya kadang gemas orang dikelas diam bae eh grup wa bisanya nyeletuk mengarah social harassment
fear,Hari ini jadwal presentasi proker di LPPM karna ada praktikum jadinya pak ketua di temani sekretaris 1. Tapi selaku penanggung jawab ada di sekretaris 2 jadi deg deg an ini. Bismillah pak ketua (Btw pen Upload foto pak ketua tapi jangan dulu yaa) ,hari ini jadwal presentasi proker di lppm karna ada praktikum jadinya pak ketua di temani sekretaris tapi selaku penanggung jawab ada di sekretaris jadi deg deg an ini bismillah pak ketua btw pen upload foto pak ketua tapi jangan dulu yaa,hari ini jadwal presentasi proker di lppm karena ada praktikum jadinya pak ketua di temani sekretaris tapi selaku penanggung jawab ada di sekretaris jadi deg deg an ini bismillah pak ketua btw pengin upload foto pak ketua tapi jangan dulu ya,"['hari', 'ini', 'jadwal', 'presentasi', 'proker', 'di', 'lppm', 'karena', 'ada', 'praktikum', 'jadinya', 'pak', 'ketua', 'di', 'temani', 'sekretaris', 'tapi', 'selaku', 'penanggung', 'jawab', 'ada', 'di', 'sekretaris', 'jadi', 'deg', 'deg', 'an', 'ini', 'bismillah', 'pak', 'ketua', 'btw', 'pengin', 'upload', 'foto', 'pak', 'ketua', 'tapi', 'jangan', 'dulu', 'ya']",jadwal presentasi proker lppm praktikum ketua temani sekretaris penanggung sekretaris deg deg an bismillah ketua btw pengin upload foto ketua ya
anger,Foto saya di instagram masih ada cuma lupa password instanya jadi ngga bisa di buka !! ini pasti salah pemerintah dan instagram kenapa sampai pakai password segala !! Tuh sampai lupa khan gw #begoloe ,foto saya di instagram masih ada cuma lupa password instanya jadi ngga bisa di buka ini pasti salah pemerintah dan instagram kenapa sampai pakai password segala tuh sampai lupa khan gw begoloe,foto saya di instagram masih ada cuma lupa password instanya jadi tidak bisa di buka ini pasti salah pemerintah dan instagram kenapa sampai pakai password segala tuh sampai lupa kan gue begoloe,"['foto', 'saya', 'di', 'instagram', 'masih', 'ada', 'cuma', 'lupa', 'password', 'instanya', 'jadi', 'tidak', 'bisa', 'di', 'buka', 'ini', 'pasti', 'salah', 'pemerintah', 'dan', 'instagram', 'kenapa', 'sampai', 'pakai', 'password', 'segala', 'tuh', 'sampai', 'lupa', 'kan', 'gue', 'begoloe']",foto instagram lupa password instanya buka salah pemerintah instagram pakai password lupa begoloe
fear,Drama kmarin sore : seharian puasa trus pas lg mandi kaget bcz kedatangan tamu tak diundang pas bgt woi pas lagi adzan maghrib trus jd galau dong seharian itu dianggap sah puasa apa enggak-_-,drama kmarin sore seharian puasa trus pas lg mandi kaget bcz kedatangan tamu tak diundang pas bgt woi pas lagi adzan maghrib trus jd galau dong seharian itu dianggap sah puasa apa enggak,drama kemarin sore seharian puasa terus pas lagi mandi kaget bcz kedatangan tamu tak diundang pas banget woi pas lagi adzan maghrib terus jadi galau dong seharian itu dianggap sah puasa apa enggak,"['drama', 'kemarin', 'sore', 'seharian', 'puasa', 'terus', 'pas', 'lagi', 'mandi', 'kaget', 'bcz', 'kedatangan', 'tamu', 'tak', 'diundang', 'pas', 'banget', 'woi', 'pas', 'lagi', 'adzan', 'maghrib', 'terus', 'jadi', 'galau', 'dong', 'seharian', 'itu', 'dianggap', 'sah', 'puasa', 'apa', 'enggak']",drama kemarin sore seharian puasa pas mandi kaget bcz kedatangan tamu diundang pas banget woi pas adzan maghrib galau seharian dianggap sah puasa
sadness,Sungguh mencintaimu berat sekali. Berpisah denganmu apalagi. #HadiahPerasaan - [USERNAME] Selalu bikin baper tp sukses melupakan laper. [URL],sungguh mencintaimu berat sekali berpisah denganmu apalagi hadiahperasaan username selalu bikin baper tp sukses melupakan laper url,sungguh mencintaimu berat sekali berpisah denganmu apalagi hadiahperasaan username selalu bikin tapi sukses melupakan laper url,"['sungguh', 'mencintaimu', 'berat', 'sekali', 'berpisah', 'denganmu', 'apalagi', 'hadiahperasaan', 'username', 'selalu', 'bikin', 'tapi', 'sukses', 'melupakan', 'laper', 'url']",sungguh mencintaimu berat berpisah denganmu hadiahperasaan bikin sukses melupakan laper
anger,"4. pas uda dikirim kembali, si kurir telp ngeluh dan mager buat nganter ke alamat yg bener. malah minta ketemuan di titik yg dia tau itupun dia gamau susah (no puter balik, hrs searah sama arah kendaraan dia jalan)",pas uda dikirim kembali si kurir telp ngeluh dan mager buat nganter ke alamat yg bener malah minta ketemuan di titik yg dia tau itupun dia gamau susah no puter balik hrs searah sama arah kendaraan dia jalan,pas sudah dikirim kembali sih kurir telp ngeluh dan mager buat nganter ke alamat yang benar malah meminta ketemuan di titik yang dia tau itupun dia susah no puter balik harus searah sama arah kendaraan dia jalan,"['pas', 'sudah', 'dikirim', 'kembali', 'sih', 'kurir', 'telp', 'ngeluh', 'dan', 'mager', 'buat', 'nganter', 'ke', 'alamat', 'yang', 'benar', 'malah', 'meminta', 'ketemuan', 'di', 'titik', 'yang', 'dia', 'tau', 'itupun', 'dia', 'susah', 'no', 'puter', 'balik', 'harus', 'searah', 'sama', 'arah', 'kendaraan', 'dia', 'jalan']",pas dikirim kurir telp ngeluh mager nganter alamat ketemuan titik tau itupun susah no puter searah arah kendaraan jalan
happy,"Pada akhirnya kita akan melewati semua ini, semua yang dulu kita bayangkan betapa sulitnya. Kita lalui juga. Di akhir kita hanya bisa belajar, belajar, dan belajar. Memetik semua hikmah yang bisa kita petik. Mempersiapkan untuk kedepan.",pada akhirnya kita akan melewati semua ini semua yang dulu kita bayangkan betapa sulitnya kita lalui juga di akhir kita hanya bisa belajar belajar dan belajar memetik semua hikmah yang bisa kita petik mempersiapkan untuk kedepan,pada akhirnya kita akan melewati semua ini semua yang dulu kita bayangkan betapa sulitnya kita lalui juga di akhir kita hanya bisa belajar belajar dan belajar memetik semua hikmah yang bisa kita petik mempersiapkan untuk kedepan,"['pada', 'akhirnya', 'kita', 'akan', 'melewati', 'semua', 'ini', 'semua', 'yang', 'dulu', 'kita', 'bayangkan', 'betapa', 'sulitnya', 'kita', 'lalui', 'juga', 'di', 'akhir', 'kita', 'hanya', 'bisa', 'belajar', 'belajar', 'dan', 'belajar', 'memetik', 'semua', 'hikmah', 'yang', 'bisa', 'kita', 'petik', 'mempersiapkan', 'untuk', 'kedepan']",melewati bayangkan betapa sulitnya lalui belajar belajar belajar memetik hikmah petik kedepan
love,"Kenapa pasangan seringkali diibaratkan sebagai ""rumah""? Karena rasa nyaman bersamanya senyaman berada di rumah, kamu bisa jadi apa saja, kamu selalu pulang menujunya ",kenapa pasangan seringkali diibaratkan sebagai rumah karena rasa nyaman bersamanya senyaman berada di rumah kamu bisa jadi apa saja kamu selalu pulang menujunya,kenapa pasangan seringkali diibaratkan sebagai rumah karena rasa nyaman bersamanya senyaman berada di rumah kamu bisa jadi apa saja kamu selalu pulang menujunya,"['kenapa', 'pasangan', 'seringkali', 'diibaratkan', 'sebagai', 'rumah', 'karena', 'rasa', 'nyaman', 'bersamanya', 'senyaman', 'berada', 'di', 'rumah', 'kamu', 'bisa', 'jadi', 'apa', 'saja', 'kamu', 'selalu', 'pulang', 'menujunya']",pasangan seringkali rumah nyaman bersamanya senyaman rumah pulang menujunya
fear,"Ya tau kalo rasa sakit hati memamg sulit, tapi ada kala nya saat di jenjang rumah tangga jangan lah di publikan situasi saat ini...media itu jahat enggak menyelesaikan masalah dengan terlontarnya kata demi kata",ya tau kalo rasa sakit hati memamg sulit tapi ada kala nya saat di jenjang rumah tangga jangan lah di publikan situasi saat inimedia itu jahat enggak menyelesaikan masalah dengan terlontarnya kata demi kata,ya tau kalau rasa sakit hati memamg sulit tapi ada kala ya saat di jenjang rumah tangga jangan lah di publikan situasi saat inimedia itu jahat enggak menyelesaikan masalah dengan terlontarnya kata demi kata,"['ya', 'tau', 'kalau', 'rasa', 'sakit', 'hati', 'memamg', 'sulit', 'tapi', 'ada', 'kala', 'ya', 'saat', 'di', 'jenjang', 'rumah', 'tangga', 'jangan', 'lah', 'di', 'publikan', 'situasi', 'saat', 'inimedia', 'itu', 'jahat', 'enggak', 'menyelesaikan', 'masalah', 'dengan', 'terlontarnya', 'kata', 'demi', 'kata']",ya tau sakit hati memamg sulit ya jenjang rumah tangga publikan situasi inimedia jahat menyelesaikan terlontarnya
happy,Ponakan kls 4 SD: lg demen nonton video tutorial masak + craft @ YouTube. gw kls 4 SD: udah baca novel2 Marga T. &amp Mira W. minjem punya sepupu,ponakan kls sd lg demen nonton video tutorial masak craft youtube gw kls sd udah baca novel marga t amp mira w minjem punya sepupu,ponakan kls sd lagi demen menonton video tutorial masak craft youtube gue kls sd sudah baca novel marga t amp mira gue minjem punya sepupu,"['ponakan', 'kls', 'sd', 'lagi', 'demen', 'menonton', 'video', 'tutorial', 'masak', 'craft', 'youtube', 'gue', 'kls', 'sd', 'sudah', 'baca', 'novel', 'marga', 't', 'amp', 'mira', 'gue', 'minjem', 'punya', 'sepupu']",ponakan kls sd demen menonton video tutorial masak craft youtube kls sd baca novel marga t amp mira minjem sepupu
happy,Bberapa tahun kemudian kesejahteraan keluarga makmak ini teus meningkat. Sampailah suaminya itu dpet pangkat yg tinggi. Kurang paham juga tentang pangkat2an di TNI. Pokonya sudah hidup bekecukupan.,bberapa tahun kemudian kesejahteraan keluarga makmak ini teus meningkat sampailah suaminya itu dpet pangkat yg tinggi kurang paham juga tentang pangkatan di tni pokonya sudah hidup bekecukupan,bberapa tahun kemudian kesejahteraan keluarga makmak ini teus meningkat sampailah suaminya itu dpet pangkat yang tinggi kurang paham juga tentang pangkatan di tni pokoknya sudah hidup bekecukupan,"['bberapa', 'tahun', 'kemudian', 'kesejahteraan', 'keluarga', 'makmak', 'ini', 'teus', 'meningkat', 'sampailah', 'suaminya', 'itu', 'dpet', 'pangkat', 'yang', 'tinggi', 'kurang', 'paham', 'juga', 'tentang', 'pangkatan', 'di', 'tni', 'pokoknya', 'sudah', 'hidup', 'bekecukupan']",bberapa kesejahteraan keluarga makmak teus meningkat sampailah suaminya dpet pangkat paham pangkatan tni pokoknya hidup bekecukupan
sadness,"Bukan tidak mendukung atau mendoakan, cuma menyikapi apa yang sudah2, itu pilihanmu dan berupayalah mempertahankannya...disini aku dari jauh seharusnya bahagia tapi melihatmu sedih kebahagianku pudar...seperti saat kala itu menerima undangan pernikahanmu.",bukan tidak mendukung atau mendoakan cuma menyikapi apa yang sudah itu pilihanmu dan berupayalah mempertahankannyadisini aku dari jauh seharusnya bahagia tapi melihatmu sedih kebahagianku pudarseperti saat kala itu menerima undangan pernikahanmu,bukan tidak mendukung atau mendoakan cuma menyikapi apa yang sudah itu pilihanmu dan berupayalah mempertahankannyadisini aku dari jauh seharusnya bahagia tapi melihatmu sedih kebahagianku pudarseperti saat kala itu menerima undangan pernikahanmu,"['bukan', 'tidak', 'mendukung', 'atau', 'mendoakan', 'cuma', 'menyikapi', 'apa', 'yang', 'sudah', 'itu', 'pilihanmu', 'dan', 'berupayalah', 'mempertahankannyadisini', 'aku', 'dari', 'jauh', 'seharusnya', 'bahagia', 'tapi', 'melihatmu', 'sedih', 'kebahagianku', 'pudarseperti', 'saat', 'kala', 'itu', 'menerima', 'undangan', 'pernikahanmu']",mendukung mendoakan menyikapi pilihanmu berupayalah mempertahankannyadisini bahagia melihatmu sedih kebahagianku pudarseperti menerima undangan pernikahanmu
happy,JNE/JNT selama saya pake entah kirim paket/beli olshop jastip dari luar kota sampe beda pulau maksimal 3 hari sampe mau itu dia pake mobil susah cari alamat bingung gabisa masuk kompleks/gang meski malem sekalipun dibelain jalan ke rumah sampe paketan terkirim dgn baik.,jnejnt selama saya pake entah kirim paketbeli olshop jastip dari luar kota sampe beda pulau maksimal hari sampe mau itu dia pake mobil susah cari alamat bingung gabisa masuk kompleksgang meski malem sekalipun dibelain jalan ke rumah sampe paketan terkirim dgn baik,jnejnt selama saya pakai entah kirim paketbeli olshop jastip dari luar kota sampai beda pulau maksimal hari sampai mau itu dia pakai mobil susah cari alamat bingung masuk kompleksgang meski malam sekalipun dibelain jalan ke rumah sampai paketan terkirim dengan baik,"['jnejnt', 'selama', 'saya', 'pakai', 'entah', 'kirim', 'paketbeli', 'olshop', 'jastip', 'dari', 'luar', 'kota', 'sampai', 'beda', 'pulau', 'maksimal', 'hari', 'sampai', 'mau', 'itu', 'dia', 'pakai', 'mobil', 'susah', 'cari', 'alamat', 'bingung', 'masuk', 'kompleksgang', 'meski', 'malam', 'sekalipun', 'dibelain', 'jalan', 'ke', 'rumah', 'sampai', 'paketan', 'terkirim', 'dengan', 'baik']",jnejnt pakai kirim paketbeli olshop jastip kota beda pulau maksimal pakai mobil susah cari alamat bingung masuk kompleksgang malam dibelain jalan rumah paketan terkirim
anger,"Gemes bgt sama orang yg masih menganggap wajar pelecehan sexual secara verbal  mau verbal atau fisik atau apapun, itu tetap tidak dibenarkan!",gemes bgt sama orang yg masih menganggap wajar pelecehan sexual secara verbal mau verbal atau fisik atau apapun itu tetap tidak dibenarkan,gemas banget sama orang yang masih menganggap wajar pelecehan sexual secara verbal mau verbal atau fisik atau apapun itu tetap tidak dibenarkan,"['gemas', 'banget', 'sama', 'orang', 'yang', 'masih', 'menganggap', 'wajar', 'pelecehan', 'sexual', 'secara', 'verbal', 'mau', 'verbal', 'atau', 'fisik', 'atau', 'apapun', 'itu', 'tetap', 'tidak', 'dibenarkan']",gemas banget orang menganggap wajar pelecehan sexual verbal verbal fisik apapun dibenarkan
fear,Apa hukumnya bermain musik stad? jelas HAROOOOM hukumnya! Berdosa kita memainkannya! Begitulah kira-kira percakapan yg terjadi antara penanya dan seorang ustad disebuah acara tv yg intronya pake musik. ,apa hukumnya bermain musik stad jelas haroooom hukumnya berdosa kita memainkannya begitulah kirakira percakapan yg terjadi antara penanya dan seorang ustad disebuah acara tv yg intronya pake musik,apa hukumnya bermain musik stad jelas haroooom hukumnya berdosa kita memainkannya begitulah kirakira percakapan yang terjadi antara penanya dan seorang ustad disebuah acara tv yang intronya pakai musik,"['apa', 'hukumnya', 'bermain', 'musik', 'stad', 'jelas', 'haroooom', 'hukumnya', 'berdosa', 'kita', 'memainkannya', 'begitulah', 'kirakira', 'percakapan', 'yang', 'terjadi', 'antara', 'penanya', 'dan', 'seorang', 'ustad', 'disebuah', 'acara', 'tv', 'yang', 'intronya', 'pakai', 'musik']",hukumnya bermain musik stad haroooom hukumnya berdosa memainkannya kirakira percakapan penanya ustad disebuah acara tv intronya pakai musik
anger,Apa Hebatnya Mardani? Menurut sy oeang ini Cuma besar mulut aja Faktanya sampai saat ini blm menyebutkan Capres Lagipula kalau Koalisinya Hanya PKS dan GERINDRA nggak mungkin lah yaow,apa hebatnya mardani menurut sy oeang ini cuma besar mulut aja faktanya sampai saat ini blm menyebutkan capres lagipula kalau koalisinya hanya pks dan gerindra nggak mungkin lah yaow,apa hebatnya mardani menurut saya oeang ini cuma besar mulut saja faktanya sampai saat ini belum menyebutkan capres lagipula kalau koalisinya hanya pks dan gerindra tidak mungkin lah yaow,"['apa', 'hebatnya', 'mardani', 'menurut', 'saya', 'oeang', 'ini', 'cuma', 'besar', 'mulut', 'saja', 'faktanya', 'sampai', 'saat', 'ini', 'belum', 'menyebutkan', 'capres', 'lagipula', 'kalau', 'koalisinya', 'hanya', 'pks', 'dan', 'gerindra', 'tidak', 'mungkin', 'lah', 'yaow']",hebatnya mardani oeang mulut faktanya capres lagipula koalisinya pks gerindra yaow
sadness,"Oh iya, ibu nya ngelahirin anak ke 3 yaitu cewek tpi gak tahu tahun berapa2 nya. Lanjut yg tadi, baru aja setahun di kasih kenikmatan datang lgi ujian buat si makmak kali ini mungkin berat. Dia di tinggal suaminya meninggal. Seketika ibu itu jadi singel parent",oh iya ibu nya ngelahirin anak ke yaitu cewek tpi gak tahu tahun berapa nya lanjut yg tadi baru aja setahun di kasih kenikmatan datang lgi ujian buat si makmak kali ini mungkin berat dia di tinggal suaminya meninggal seketika ibu itu jadi singel parent,oh iya ibu ya melahirkan anak ke yaitu cewek tapi tidak tahu tahun berapa ya lanjut yang tadi baru saja setahun di kasih kenikmatan datang lagi ujian buat sih makmak kali ini mungkin berat dia di tinggal suaminya meninggal seketika ibu itu jadi singel parent,"['oh', 'iya', 'ibu', 'ya', 'melahirkan', 'anak', 'ke', 'yaitu', 'cewek', 'tapi', 'tidak', 'tahu', 'tahun', 'berapa', 'ya', 'lanjut', 'yang', 'tadi', 'baru', 'saja', 'setahun', 'di', 'kasih', 'kenikmatan', 'datang', 'lagi', 'ujian', 'buat', 'sih', 'makmak', 'kali', 'ini', 'mungkin', 'berat', 'dia', 'di', 'tinggal', 'suaminya', 'meninggal', 'seketika', 'ibu', 'itu', 'jadi', 'singel', 'parent']",oh ya melahirkan anak cewek ya setahun kasih kenikmatan ujian makmak kali berat tinggal suaminya meninggal singel parent
happy,Z suka twitter soalny perempuan ji semua temanku dsni Biar mengomel sampe tablengker ndada bahayanya... bahas 'monsteration' jg bebas.. bahas nda puasa jg bebas~~~~~ Di wa mo update status streskan 'monsteration' kt harus pi dl blok semua cowo baru mengupdate ,z suka twitter soalny perempuan ji semua temanku dsni biar mengomel sampe tablengker ndada bahayanya bahas monsteration jg bebas bahas nda puasa jg bebas di wa mo update status streskan monsteration kt harus pi dl blok semua cowo baru mengupdate,saja suka twitter soalny perempuan ji semua temanku disini biar mengomel sampai tablengker ndada bahayanya bahas monsteration juga bebas bahas indak puasa juga bebas di wa mau update status streskan monsteration kita harus tapi dulu blok semua cowok baru mengupdate,"['saja', 'suka', 'twitter', 'soalny', 'perempuan', 'ji', 'semua', 'temanku', 'disini', 'biar', 'mengomel', 'sampai', 'tablengker', 'ndada', 'bahayanya', 'bahas', 'monsteration', 'juga', 'bebas', 'bahas', 'indak', 'puasa', 'juga', 'bebas', 'di', 'wa', 'mau', 'update', 'status', 'streskan', 'monsteration', 'kita', 'harus', 'tapi', 'dulu', 'blok', 'semua', 'cowok', 'baru', 'mengupdate']",suka twitter soalny perempuan ji temanku biar mengomel tablengker ndada bahayanya bahas monsteration bebas bahas indak puasa bebas wa update status streskan monsteration blok cowok mengupdate
